underlying,underlying_last, exchange,optionroot,optionext,type,expiration,quotedate,strike,last,bid,ask,volume,openinterest,impliedvol,delta,gamma,theta,vega,optionalias
SPX,332.74,*,SPX910622P00375000,,put,06/22/1991,03/01/1990,375,0,35.25,37.25,0,43,0.01,-0.9925,0.5447,6.5058,7.8984,SPX910622P00375000
SPX,332.74,*,SPX910622P00400000,,put,06/22/1991,03/01/1990,400,0,49.25,51.25,0,351,0.01,-1,0,6.9993,0,SPX910622P00400000
SPX,332.74,*,SPX911221C00250000,,call,12/21/1991,03/01/1990,250,0,97.25,99.25,0,0,0.01,1,0,-4.2245,0,SPX911221C00250000
SPX,332.74,*,SPX911221C00275000,,call,12/21/1991,03/01/1990,275,0,79.625,81.625,0,0,0.01,1,0,-4.6469,0,SPX911221C00275000
SPX,332.74,*,SPX911221C00300000,,call,12/21/1991,03/01/1990,300,0,62.75,64.75,0,0,0.01,1,0,-5.0694,0,SPX911221C00300000
SPX,332.74,*,SPX911221C00325000,,call,12/21/1991,03/01/1990,325,0,46.375,48.375,0,0,0.0909,0.9013,0.4273,-5.3594,77.7535,SPX911221C00325000
SPX,332.74,*,SPX911221C00350000,,call,12/21/1991,03/01/1990,350,0,34.5,36.5,0,0,0.1295,0.6997,0.6003,-5.2921,155.6459,SPX911221C00350000
SPX,332.74,*,SPX911221C00375000,,call,12/21/1991,03/01/1990,375,0,22.125,24.125,0,0,0.1291,0.5506,0.6848,-4.7833,177.0627,SPX911221C00375000
SPX,332.74,*,SPX911221C00400000,,call,12/21/1991,03/01/1990,400,0,13.125,15.125,0,0,0.1291,0.4033,0.6705,-3.9776,173.2363,SPX911221C00400000
SPX,332.74,*,SPX911221P00250000,,put,12/21/1991,03/01/1990,250,0,4.875,6.875,0,0,0.2787,-0.0989,0.1396,-0.8815,77.8794,SPX911221P00250000
SPX,332.74,*,SPX911221P00275000,,put,12/21/1991,03/01/1990,275,0,7.5,9.5,0,0,0.2575,-0.1381,0.1914,-0.8611,98.643,SPX911221P00275000
SPX,332.74,*,SPX911221P00300000,,put,12/21/1991,03/01/1990,300,0,12.5,14.5,0,3,0.25,-0.1969,0.248,-0.8153,124.0857,SPX911221P00300000
SPX,332.74,*,SPX911221P00325000,,put,12/21/1991,03/01/1990,325,0,16.75,18.75,0,11,0.2269,-0.2596,0.3193,-0.4764,145.0189,SPX911221P00325000
SPX,332.74,*,SPX911221P00350000,,put,12/21/1991,03/01/1990,350,0,24.625,26.625,0,23,0.2193,-0.3427,0.3746,-0.034,164.4325,SPX911221P00350000
SPX,332.74,*,SPX911221P00375000,,put,12/21/1991,03/01/1990,375,0,34.25,36.25,0,1,0.01,-0.2987,7.7557,1.805,155.2689,SPX911221P00375000
SPX,332.74,*,SPX911221P00400000,,put,12/21/1991,03/01/1990,400,0,46.25,48.25,0,162,0.01,-1,0.001,6.7591,0.0195,SPX911221P00400000
SPX,335.54,*,SPX900317C00225000,,call,03/17/1990,03/02/1990,225,0,110.25,111,0,3548,0.01,1,0,-4.3027,0,SPX900317C00225000
SPX,335.54,*,SPX900317C00275000,,call,03/17/1990,03/02/1990,275,0,60.5,61.25,0,8426,0.01,1,0,-5.2588,0,SPX900317C00275000
SPX,335.54,*,SPX900317C00300000,,call,03/17/1990,03/02/1990,300,35.125,35.875,36.625,107,669,0.3009,0.9721,0.3126,-9.9172,4.3513,SPX900317C00300000
SPX,335.54,*,SPX900317C00305000,,call,03/17/1990,03/02/1990,305,0,31,31.75,0,630,0.2846,0.9584,0.4593,-11.2976,6.0491,SPX900317C00305000
SPX,335.54,*,SPX900317C00310000,,call,03/17/1990,03/02/1990,310,0,26.125,26.875,0,2207,0.261,0.9426,0.648,-12.3593,7.8259,SPX900317C00310000
SPX,335.54,*,SPX900317C00315000,,call,03/17/1990,03/02/1990,315,0,21.375,22.125,0,511,0.2442,0.9129,0.954,-14.2256,10.7801,SPX900317C00315000
SPX,335.54,*,SPX900317C00320000,,call,03/17/1990,03/02/1990,320,17,16.875,17.375,111,440,0.2177,0.8773,1.372,-15.3429,13.8211,SPX900317C00320000
SPX,335.54,*,SPX900317C00325000,,call,03/17/1990,03/02/1990,325,12.125,12.5,12.75,1196,10531,0.1905,0.8213,2.016,-16.3234,17.7688,SPX900317C00325000
SPX,335.54,*,SPX900317C00330000,,call,03/17/1990,03/02/1990,330,8,8,8.25,2804,20488,0.1578,0.7345,3.0551,-16.2958,22.3009,SPX900317C00330000
SPX,335.54,*,SPX900317C00335000,,call,03/17/1990,03/02/1990,335,4.25,4.625,4.875,390,13665,0.1507,0.5644,3.8412,-16.9914,26.782,SPX900317C00335000
SPX,335.54,*,SPX900317C00340000,,call,03/17/1990,03/02/1990,340,2.125,2,2.125,681,10499,0.1321,0.3548,4.1439,-13.3869,25.3184,SPX900317C00340000
SPX,335.54,*,SPX900317C00345000,,call,03/17/1990,03/02/1990,345,0.625,0.625,0.75,652,7099,0.1256,0.167,2.9278,-8.1834,17.0144,SPX900317C00345000
SPX,335.54,*,SPX900317C00350000,,call,03/17/1990,03/02/1990,350,0.188,0.188,0.313,900,10033,0.1346,0.0768,1.5741,-4.8891,9.8059,SPX900317C00350000
SPX,335.54,*,SPX900317C00355000,,call,03/17/1990,03/02/1990,355,0.125,0.063,0.125,50,7784,0.1426,0.0332,0.762,-2.6008,5.0278,SPX900317C00355000
SPX,335.54,*,SPX900317C00360000,,call,03/17/1990,03/02/1990,360,0.063,0,0.063,50,6733,0.1554,0.0168,0.3939,-1.5747,2.8332,SPX900317C00360000
SPX,335.54,*,SPX900317C00365000,,call,03/17/1990,03/02/1990,365,0,0,0.125,0,1278,0.2016,0.0245,0.4193,-2.7837,3.911,SPX900317C00365000
SPX,335.54,*,SPX900317C00370000,,call,03/17/1990,03/02/1990,370,0,0,0.063,0,8583,0.2081,0.0129,0.2355,-1.6546,2.2671,SPX900317C00370000
SPX,335.54,*,SPX900317C00375000,,call,03/17/1990,03/02/1990,375,0,0,0.063,0,17369,0.2332,0.0117,0.1925,-1.6885,2.0768,SPX900317C00375000
SPX,335.54,*,SPX900317P00225000,,put,03/17/1990,03/02/1990,225,0,0,0.063,0,5878,0.765,-0.0038,0.0215,-1.9186,0.7623,SPX900317P00225000
SPX,335.54,*,SPX900317P00275000,,put,03/17/1990,03/02/1990,275,0.063,0.063,0.125,386,27875,0.4475,-0.0116,0.0996,-2.9972,2.0611,SPX900317P00275000
SPX,335.54,*,SPX900317P00300000,,put,03/17/1990,03/02/1990,300,0.438,0.375,0.438,87,9324,0.3407,-0.0448,0.4078,-7.0031,6.4279,SPX900317P00300000
SPX,335.54,*,SPX900317P00305000,,put,03/17/1990,03/02/1990,305,0,0.438,0.625,0,3895,0.3247,-0.0634,0.5634,-8.7399,8.4638,SPX900317P00305000
SPX,335.54,*,SPX900317P00310000,,put,03/17/1990,03/02/1990,310,0.625,0.625,0.75,79,3623,0.2949,-0.0804,0.7441,-9.4498,10.1536,SPX900317P00310000
SPX,335.54,*,SPX900317P00315000,,put,03/17/1990,03/02/1990,315,0.875,0.875,1,77,4682,0.2713,-0.1097,1.0167,-10.8181,12.7631,SPX900317P00315000
SPX,335.54,*,SPX900317P00320000,,put,03/17/1990,03/02/1990,320,1.063,1.188,1.375,23,3927,0.2484,-0.1529,1.3977,-12.2868,16.0616,SPX900317P00320000
SPX,335.54,*,SPX900317P00325000,,put,03/17/1990,03/02/1990,325,1.75,1.625,1.75,177,9819,0.2159,-0.207,1.946,-12.6227,19.4383,SPX900317P00325000
SPX,335.54,*,SPX900317P00330000,,put,03/17/1990,03/02/1990,330,2.625,2.5,2.625,2043,16382,0.1951,-0.3038,2.6348,-13.4634,23.7854,SPX900317P00330000
SPX,335.54,*,SPX900317P00335000,,put,03/17/1990,03/02/1990,335,4,3.875,4.125,736,14826,0.1787,-0.4436,3.2485,-13.0717,26.8644,SPX900317P00335000
SPX,335.54,*,SPX900317P00340000,,put,03/17/1990,03/02/1990,340,6.25,6,6.25,106,10541,0.1571,-0.6211,3.56,-9.4335,25.8764,SPX900317P00340000
SPX,335.54,*,SPX900317P00345000,,put,03/17/1990,03/02/1990,345,10,9.75,10.125,164,2154,0.1723,-0.7569,2.6716,-7.1635,21.2948,SPX900317P00345000
SPX,335.54,*,SPX900317P00350000,,put,03/17/1990,03/02/1990,350,15,14.375,15,31,5623,0.2179,-0.8073,1.8469,-8.0391,18.6183,SPX900317P00350000
SPX,335.54,*,SPX900317P00355000,,put,03/17/1990,03/02/1990,355,19.25,18.875,19.625,15,1358,0.2422,-0.8566,1.3733,-6.5343,15.3884,SPX900317P00355000
SPX,335.54,*,SPX900317P00360000,,put,03/17/1990,03/02/1990,360,24.125,23.75,24.5,25,1654,0.2759,-0.8807,1.0613,-6.3228,13.5486,SPX900317P00360000
SPX,335.54,*,SPX900317P00365000,,put,03/17/1990,03/02/1990,365,0,28.75,29.5,0,17,0.316,-0.8919,0.8639,-7.0012,12.6316,SPX900317P00365000
SPX,335.54,*,SPX900317P00370000,,put,03/17/1990,03/02/1990,370,0,33.75,34.5,0,207,0.3546,-0.9004,0.7253,-7.6085,11.8993,SPX900317P00370000
SPX,335.54,*,SPX900317P00375000,,put,03/17/1990,03/02/1990,375,39,38.875,39.375,10,12630,0.01,-1,0,7.1711,0,SPX900317P00375000
SPX,335.54,*,SPX900421C00250000,,call,04/21/1990,03/02/1990,250,86.125,86.375,87.375,100,0,0.01,1,0,-4.7488,0,SPX900421C00250000
SPX,335.54,*,SPX900421C00305000,,call,04/21/1990,03/02/1990,305,0,33.75,34.5,0,0,0.2121,0.9157,0.5869,-9.3039,19.2005,SPX900421C00305000
SPX,335.54,*,SPX900421C00310000,,call,04/21/1990,03/02/1990,310,0,29.375,30.125,0,0,0.2121,0.879,0.764,-10.3803,24.9947,SPX900421C00310000
SPX,335.54,*,SPX900421C00315000,,call,04/21/1990,03/02/1990,315,0,25,25.75,0,0,0.2048,0.8408,0.9535,-11.0855,30.1192,SPX900421C00315000
SPX,335.54,*,SPX900421C00320000,,call,04/21/1990,03/02/1990,320,0,20.625,21.375,0,25,0.1922,0.7987,1.1775,-11.4389,34.9056,SPX900421C00320000
SPX,335.54,*,SPX900421C00325000,,call,04/21/1990,03/02/1990,325,0,16.625,17.125,0,737,0.1782,0.7461,1.4478,-11.5621,39.7864,SPX900421C00325000
SPX,335.54,*,SPX900421C00330000,,call,04/21/1990,03/02/1990,330,12.75,12.75,13.25,650,1874,0.1673,0.6753,1.7312,-11.5686,44.6808,SPX900421C00330000
SPX,335.54,*,SPX900421C00335000,,call,04/21/1990,03/02/1990,335,9,9.375,9.875,126,1311,0.1597,0.5867,1.9641,-11.3095,48.3696,SPX900421C00335000
SPX,335.54,*,SPX900421C00340000,,call,04/21/1990,03/02/1990,340,6.625,6.375,6.625,15,4484,0.1454,0.4839,2.2074,-10.1856,49.5041,SPX900421C00340000
SPX,335.54,*,SPX900421C00345000,,call,04/21/1990,03/02/1990,345,4.125,4,4.25,807,3525,0.138,0.3703,2.2035,-8.7748,46.9027,SPX900421C00345000
SPX,335.54,*,SPX900421C00350000,,call,04/21/1990,03/02/1990,350,2.125,2.25,2.5,250,1133,0.1316,0.2595,1.9823,-6.9194,40.2438,SPX900421C00350000
SPX,335.54,*,SPX900421C00355000,,call,04/21/1990,03/02/1990,355,0,1.125,1.375,0,0,0.1276,0.1667,1.5772,-5.0065,31.0366,SPX900421C00355000
SPX,335.54,*,SPX900421C00360000,,call,04/21/1990,03/02/1990,360,0,0.625,0.688,0,250,0.1241,0.0967,1.1116,-3.249,21.273,SPX900421C00360000
SPX,335.54,*,SPX900421P00250000,,put,04/21/1990,03/02/1990,250,0.375,0.375,0.5,123,442,0.4309,-0.0236,0.1039,-2.8157,6.9085,SPX900421P00250000
SPX,335.54,*,SPX900421P00305000,,put,04/21/1990,03/02/1990,305,2.063,1.875,2,2,175,0.2546,-0.1227,0.6427,-5.5988,25.2395,SPX900421P00305000
SPX,335.54,*,SPX900421P00310000,,put,04/21/1990,03/02/1990,310,2.375,2.313,2.563,30,13,0.2464,-0.1541,0.7758,-6.2222,29.4802,SPX900421P00310000
SPX,335.54,*,SPX900421P00315000,,put,04/21/1990,03/02/1990,315,3,2.75,3.125,150,190,0.2337,-0.1882,0.9297,-6.5593,33.5072,SPX900421P00315000
SPX,335.54,*,SPX900421P00320000,,put,04/21/1990,03/02/1990,320,3.75,3.5,3.75,35,698,0.2189,-0.2284,1.1126,-6.6807,37.5615,SPX900421P00320000
SPX,335.54,*,SPX900421P00325000,,put,04/21/1990,03/02/1990,325,4.875,4.375,4.75,76,878,0.2091,-0.2826,1.3022,-6.8713,41.9952,SPX900421P00325000
SPX,335.54,*,SPX900421P00330000,,put,04/21/1990,03/02/1990,330,5.75,5.625,6,636,185,0.1991,-0.3472,1.4936,-6.7822,45.864,SPX900421P00330000
SPX,335.54,*,SPX900421P00335000,,put,04/21/1990,03/02/1990,335,7.125,7.125,7.375,10,42,0.1852,-0.4217,1.7011,-6.1426,48.5857,SPX900421P00335000
SPX,335.54,*,SPX900421P00340000,,put,04/21/1990,03/02/1990,340,9.5,8.875,9.375,208,3187,0.1764,-0.5091,1.8206,-5.2817,49.5314,SPX900421P00340000
SPX,335.54,*,SPX900421P00345000,,put,04/21/1990,03/02/1990,345,11.5,11.375,11.75,315,632,0.1661,-0.6047,1.8668,-3.8287,47.8284,SPX900421P00345000
SPX,335.54,*,SPX900421P00350000,,put,04/21/1990,03/02/1990,350,15.25,14.625,15.125,102,77,0.1673,-0.6899,1.6984,-2.6002,43.8178,SPX900421P00350000
SPX,335.54,*,SPX900421P00355000,,put,04/21/1990,03/02/1990,355,0,18.25,18.75,0,0,0.01,-1,0,6.7432,0,SPX900421P00355000
SPX,335.54,*,SPX900421P00360000,,put,04/21/1990,03/02/1990,360,0,22.5,23,0,25,0.01,-1,0,6.8382,0,SPX900421P00360000
SPX,335.54,*,SPX900616C00250000,,call,06/16/1990,03/02/1990,250,0,87.625,88.625,0,139,0.01,1,0,-4.698,0,SPX900616C00250000
SPX,335.54,*,SPX900616C00275000,,call,06/16/1990,03/02/1990,275,0,64.625,65.625,0,583,0.01,1,0,-5.1678,0,SPX900616C00275000
SPX,335.54,*,SPX900616C00300000,,call,06/16/1990,03/02/1990,300,41.75,42.375,43.375,108,290,0.2002,0.8998,0.4856,-7.9589,31.7816,SPX900616C00300000
SPX,335.54,*,SPX900616C00305000,,call,06/16/1990,03/02/1990,305,0,38.125,39.125,0,180,0.1996,0.8708,0.5838,-8.44,38.0987,SPX900616C00305000
SPX,335.54,*,SPX900616C00310000,,call,06/16/1990,03/02/1990,310,0,34,34.75,0,0,0.1923,0.8442,0.6876,-8.6889,43.2406,SPX900616C00310000
SPX,335.54,*,SPX900616C00315000,,call,06/16/1990,03/02/1990,315,0,29.875,30.625,0,1,0.1879,0.8093,0.8006,-8.9788,49.1795,SPX900616C00315000
SPX,335.54,*,SPX900616C00320000,,call,06/16/1990,03/02/1990,320,0,26,26.75,0,285,0.1848,0.7673,0.9145,-9.2431,55.2663,SPX900616C00320000
SPX,335.54,*,SPX900616C00325000,,call,06/16/1990,03/02/1990,325,22.125,22.125,22.5,6,10819,0.1721,0.729,1.0647,-9.1209,59.8972,SPX900616C00325000
SPX,335.54,*,SPX900616C00330000,,call,06/16/1990,03/02/1990,330,18.5,18.5,19.25,623,1375,0.1724,0.6716,1.1594,-9.2673,65.3526,SPX900616C00330000
SPX,335.54,*,SPX900616C00335000,,call,06/16/1990,03/02/1990,335,15.125,15,15.625,12,3693,0.163,0.6155,1.2968,-8.972,69.0915,SPX900616C00335000
SPX,335.54,*,SPX900616C00340000,,call,06/16/1990,03/02/1990,340,12.5,12,12.5,304,1530,0.1568,0.5504,1.3957,-8.5954,71.5621,SPX900616C00340000
SPX,335.54,*,SPX900616C00345000,,call,06/16/1990,03/02/1990,345,9.5,9.25,9.625,250,1301,0.1497,0.4791,1.4717,-7.9859,72.0388,SPX900616C00345000
SPX,335.54,*,SPX900616C00350000,,call,06/16/1990,03/02/1990,350,6.75,6.5,6.75,417,8368,0.1375,0.3982,1.5522,-6.9579,69.7753,SPX900616C00350000
SPX,335.54,*,SPX900616C00355000,,call,06/16/1990,03/02/1990,355,4.625,4.5,4.75,50,9314,0.1319,0.3186,1.4964,-5.9761,64.5485,SPX900616C00355000
SPX,335.54,*,SPX900616C00360000,,call,06/16/1990,03/02/1990,360,2.875,3,3.25,2350,9039,0.1281,0.2449,1.3574,-4.9472,56.8369,SPX900616C00360000
SPX,335.54,*,SPX900616C00365000,,call,06/16/1990,03/02/1990,365,1.625,1.75,2,683,6309,0.1219,0.1739,1.1649,-3.7504,46.4284,SPX900616C00365000
SPX,335.54,*,SPX900616C00370000,,call,06/16/1990,03/02/1990,370,1.25,1.063,1.313,50,1033,0.1211,0.1243,0.9363,-2.8931,37.0788,SPX900616C00370000
SPX,335.54,*,SPX900616C00375000,,call,06/16/1990,03/02/1990,375,0.625,0.563,0.813,75,2818,0.1196,0.0843,0.7146,-2.1039,27.9512,SPX900616C00375000
SPX,335.54,*,SPX900616C00380000,,call,06/16/1990,03/02/1990,380,0,0.313,0.563,0,1177,0.1221,0.0606,0.544,-1.6296,21.7144,SPX900616C00380000
SPX,335.54,*,SPX900616C00385000,,call,06/16/1990,03/02/1990,385,0.313,0.25,0.375,55,7673,0.1236,0.0422,0.4027,-1.2137,16.2781,SPX900616C00385000
SPX,335.54,*,SPX900616P00250000,,put,06/16/1990,03/02/1990,250,0.813,0.813,0.875,273,12137,0.3369,-0.0341,0.1241,-1.9364,13.6729,SPX900616P00250000
SPX,335.54,*,SPX900616P00275000,,put,06/16/1990,03/02/1990,275,1.875,1.75,2,302,7682,0.3017,-0.0763,0.263,-3.1626,25.9448,SPX900616P00275000
SPX,335.54,*,SPX900616P00300000,,put,06/16/1990,03/02/1990,300,4.375,4.25,4.5,573,13262,0.2699,-0.163,0.5046,-4.5334,44.5278,SPX900616P00300000
SPX,335.54,*,SPX900616P00305000,,put,06/16/1990,03/02/1990,305,0,4.875,5.25,0,976,0.2634,-0.1877,0.5654,-4.7425,48.6999,SPX900616P00305000
SPX,335.54,*,SPX900616P00310000,,put,06/16/1990,03/02/1990,310,5.625,5.5,5.875,100,5508,0.2525,-0.212,0.6349,-4.7637,52.4085,SPX900616P00310000
SPX,335.54,*,SPX900616P00315000,,put,06/16/1990,03/02/1990,315,6.625,6.25,6.75,36,1354,0.2443,-0.242,0.7068,-4.8205,56.4622,SPX900616P00315000
SPX,335.54,*,SPX900616P00320000,,put,06/16/1990,03/02/1990,320,7.625,7.5,7.625,15,10506,0.234,-0.2742,0.7873,-4.7405,60.2465,SPX900616P00320000
SPX,335.54,*,SPX900616P00325000,,put,06/16/1990,03/02/1990,325,8.5,8.375,8.625,129,9293,0.2237,-0.3107,0.8733,-4.572,63.8597,SPX900616P00325000
SPX,335.54,*,SPX900616P00330000,,put,06/16/1990,03/02/1990,330,10.125,9.25,9.75,528,5716,0.2128,-0.3521,0.9646,-4.2851,67.1186,SPX900616P00330000
SPX,335.54,*,SPX900616P00335000,,put,06/16/1990,03/02/1990,335,11.125,11.125,11.25,50,4259,0.2048,-0.3997,1.0433,-3.9581,69.8476,SPX900616P00335000
SPX,335.54,*,SPX900616P00340000,,put,06/16/1990,03/02/1990,340,13,12.5,12.875,3156,8114,0.1953,-0.4521,1.1214,-3.4421,71.6172,SPX900616P00340000
SPX,335.54,*,SPX900616P00345000,,put,06/16/1990,03/02/1990,345,15,14.5,15.125,25,5068,0.1911,-0.5084,1.1543,-2.9389,72.1214,SPX900616P00345000
SPX,335.54,*,SPX900616P00350000,,put,06/16/1990,03/02/1990,350,17.5,17,17.25,717,11844,0.1812,-0.5695,1.1989,-2.0773,71.0408,SPX900616P00350000
SPX,335.54,*,SPX900616P00355000,,put,06/16/1990,03/02/1990,355,0,19.5,20.25,0,480,0.1796,-0.6271,1.1656,-1.3752,68.4475,SPX900616P00355000
SPX,335.54,*,SPX900616P00360000,,put,06/16/1990,03/02/1990,360,0,22.625,23.625,0,1396,0.01,-1,0,6.7652,0,SPX900616P00360000
SPX,335.54,*,SPX900616P00365000,,put,06/16/1990,03/02/1990,365,0,26.125,27.125,0,255,0.01,-1,0,6.8591,0,SPX900616P00365000
SPX,335.54,*,SPX900616P00370000,,put,06/16/1990,03/02/1990,370,0,30.125,31.125,0,51,0.01,-1,0,6.9531,0,SPX900616P00370000
SPX,335.54,*,SPX900616P00375000,,put,06/16/1990,03/02/1990,375,0,34.625,35.625,0,1592,0.01,-1,0,7.0471,0,SPX900616P00375000
SPX,335.54,*,SPX900616P00380000,,put,06/16/1990,03/02/1990,380,0,39.125,40.125,0,75,0.01,-1,0,7.141,0,SPX900616P00380000
SPX,335.54,*,SPX900616P00385000,,put,06/16/1990,03/02/1990,385,0,43.75,44.75,0,289,0.01,-1,0,7.235,0,SPX900616P00385000
SPX,335.54,*,SPX900922C00275000,,call,09/22/1990,03/02/1990,275,0,68.5,69.5,0,9,0.01,1,0,-5.0716,0,SPX900922C00275000
SPX,335.54,*,SPX900922C00300000,,call,09/22/1990,03/02/1990,300,0,47.625,48.625,0,0,0.1537,0.915,0.4035,-6.4256,39.0237,SPX900922C00300000
SPX,335.54,*,SPX900922C00305000,,call,09/22/1990,03/02/1990,305,0,43.75,44.75,0,0,0.1612,0.8804,0.4937,-6.7854,50.0764,SPX900922C00305000
SPX,335.54,*,SPX900922C00310000,,call,09/22/1990,03/02/1990,310,0,39.875,40.875,0,0,0.1639,0.8478,0.5729,-7.0438,59.068,SPX900922C00310000
SPX,335.54,*,SPX900922C00315000,,call,09/22/1990,03/02/1990,315,0,36,37,0,0,0.1634,0.8156,0.6501,-7.2147,66.832,SPX900922C00315000
SPX,335.54,*,SPX900922C00320000,,call,09/22/1990,03/02/1990,320,0,32.25,33.25,0,0,0.1622,0.7807,0.7266,-7.3333,74.1482,SPX900922C00320000
SPX,335.54,*,SPX900922C00325000,,call,09/22/1990,03/02/1990,325,0,28.375,29.375,0,6577,0.1572,0.7464,0.812,-7.334,80.3135,SPX900922C00325000
SPX,335.54,*,SPX900922C00330000,,call,09/22/1990,03/02/1990,330,0,25.375,26.125,0,0,0.1577,0.7027,0.8756,-7.3773,86.8637,SPX900922C00330000
SPX,335.54,*,SPX900922C00335000,,call,09/22/1990,03/02/1990,335,0,21.875,22.625,0,150,0.1529,0.6604,0.9549,-7.2587,91.8741,SPX900922C00335000
SPX,335.54,*,SPX900922C00340000,,call,09/22/1990,03/02/1990,340,18.75,18.625,19.375,200,0,0.1487,0.6136,1.0257,-7.076,95.9896,SPX900922C00340000
SPX,335.54,*,SPX900922C00345000,,call,09/22/1990,03/02/1990,345,0,15.75,16.5,0,100,0.1461,0.5629,1.0748,-6.8452,98.8292,SPX900922C00345000
SPX,335.54,*,SPX900922C00350000,,call,09/22/1990,03/02/1990,350,0,13.25,14,0,15385,0.1448,0.5103,1.0977,-6.5666,100.0411,SPX900922C00350000
SPX,335.54,*,SPX900922C00355000,,call,09/22/1990,03/02/1990,355,0,10.5,11.125,0,375,0.1373,0.4535,1.1508,-6.0487,99.3938,SPX900922C00355000
SPX,335.54,*,SPX900922C00360000,,call,09/22/1990,03/02/1990,360,8.5,8.5,9,100,0,0.1345,0.3973,1.1428,-5.5737,96.7398,SPX900922C00360000
SPX,335.54,*,SPX900922C00375000,,call,09/22/1990,03/02/1990,375,0,3.375,3.5,0,7275,0.1169,0.2175,1.0028,-3.4479,73.7955,SPX900922C00375000
SPX,335.54,*,SPX900922P00275000,,put,09/22/1990,03/02/1990,275,0,3.75,4.125,0,461,0.2836,-0.1095,0.2635,-2.4848,47.0262,SPX900922P00275000
SPX,335.54,*,SPX900922P00300000,,put,09/22/1990,03/02/1990,300,7.125,6.875,7.125,60,14373,0.2538,-0.1864,0.4213,-2.8491,67.2815,SPX900922P00300000
SPX,335.54,*,SPX900922P00305000,,put,09/22/1990,03/02/1990,305,0,7.25,7.75,0,0,0.2454,-0.2047,0.4611,-2.8172,71.201,SPX900922P00305000
SPX,335.54,*,SPX900922P00310000,,put,09/22/1990,03/02/1990,310,8.625,8.25,8.75,25,0,0.2412,-0.2278,0.4992,-2.8441,75.7514,SPX900922P00310000
SPX,335.54,*,SPX900922P00315000,,put,09/22/1990,03/02/1990,315,9.875,9.25,9.75,125,2742,0.2356,-0.2518,0.5398,-2.813,80.0161,SPX900922P00315000
SPX,335.54,*,SPX900922P00320000,,put,09/22/1990,03/02/1990,320,0,10.125,10.875,0,1300,0.2303,-0.278,0.5807,-2.7518,84.1481,SPX900922P00320000
SPX,335.54,*,SPX900922P00325000,,put,09/22/1990,03/02/1990,325,12.5,11.625,12.375,55,11017,0.2279,-0.3078,0.6151,-2.7104,88.2222,SPX900922P00325000
SPX,335.54,*,SPX900922P00330000,,put,09/22/1990,03/02/1990,330,0,12.5,13.25,0,36,0.2172,-0.3355,0.6692,-2.454,91.4441,SPX900922P00330000
SPX,335.54,*,SPX900922P00335000,,put,09/22/1990,03/02/1990,335,14.625,14,14.75,49,292,0.2119,-0.3683,0.7091,-2.2598,94.5724,SPX900922P00335000
SPX,335.54,*,SPX900922P00340000,,put,09/22/1990,03/02/1990,340,0,15.5,16.25,0,0,0.2052,-0.403,0.7519,-1.9793,97.1001,SPX900922P00340000
SPX,335.54,*,SPX900922P00345000,,put,09/22/1990,03/02/1990,345,0,17.375,18.125,0,0,0.2007,-0.4402,0.7833,-1.688,98.9479,SPX900922P00345000
SPX,335.54,*,SPX900922P00350000,,put,09/22/1990,03/02/1990,350,0,19.5,20,0,11557,0.1945,-0.4794,0.8165,-1.2964,99.9412,SPX900922P00350000
SPX,335.54,*,SPX900922P00355000,,put,09/22/1990,03/02/1990,355,0,21.5,22.5,0,0,0.1928,-0.519,0.8241,-0.9513,99.9608,SPX900922P00355000
SPX,335.54,*,SPX900922P00360000,,put,09/22/1990,03/02/1990,360,0,24.125,25.125,0,0,0.1904,-0.559,0.8262,-0.5398,98.9796,SPX900922P00360000
SPX,335.54,*,SPX900922P00375000,,put,09/22/1990,03/02/1990,375,0,33.5,34.5,0,610,0.01,-1,0,6.9158,0,SPX900922P00375000
SPX,335.54,*,SPX901222C00250000,,call,12/22/1990,03/02/1990,250,0,92.25,94.25,0,235,0.01,1,0,-4.5308,0,SPX901222C00250000
SPX,335.54,*,SPX901222C00275000,,call,12/22/1990,03/02/1990,275,0,71.625,72.625,0,3,0.01,1,0,-4.9839,0,SPX901222C00275000
SPX,335.54,*,SPX901222C00300000,,call,12/22/1990,03/02/1990,300,51.5,52,53,10,60,0.1234,0.9423,0.3102,-5.776,34.8322,SPX901222C00300000
SPX,335.54,*,SPX901222C00325000,,call,12/22/1990,03/02/1990,325,33.5,33.625,34.625,17,1000,0.1452,0.7713,0.691,-6.5466,91.3075,SPX901222C00325000
SPX,335.54,*,SPX901222C00350000,,call,12/22/1990,03/02/1990,350,0,18.25,19,0,397,0.1381,0.5706,0.9424,-6.0807,118.4528,SPX901222C00350000
SPX,335.54,*,SPX901222C00375000,,call,12/22/1990,03/02/1990,375,0,7.375,7.875,0,500,0.1254,0.3344,0.9621,-4.3352,109.8143,SPX901222C00375000
SPX,335.54,*,SPX901222C00400000,,call,12/22/1990,03/02/1990,400,0,3.75,4.125,0,101,0.14,0.1884,0.6393,-3.0661,81.4421,SPX901222C00400000
SPX,335.54,*,SPX901222P00250000,,put,12/22/1990,03/02/1990,250,3,2.875,3.25,10,3801,0.2958,-0.0732,0.1557,-1.5679,41.9133,SPX901222P00250000
SPX,335.54,*,SPX901222P00275000,,put,12/22/1990,03/02/1990,275,5.5,5,5.5,65,411,0.2721,-0.1216,0.246,-1.922,60.9241,SPX901222P00275000
